Text,Categories,Action Needed
উরুতে কোনো গরম তরল পড়ে চামড়া পুড়ে সাদা হয়ে গেছে আর প্রচণ্ড জ্বালা করছে।,Emergency,Immediately go to emergency department or call ambulance
পায়ের গোড়ালির রগ (Achilles tendon) ছিঁড়ে যাওয়ার লক্ষণগুলো কী কী? সাধারণ তথ্য চাই।,General Query,"No immediate action required, informational response sufficient"
পায়ের পাতার মাঝখানে একটা শিরার স্পন্দন খুব জোরে অনুভূত হয় যা বাইরে থেকে দেখা যায়।,Routine,Schedule a regular medical consultation
হাঁটুর ওপর হাত দিলে মনে হয় ভেতরের হাড়গুলো বালুর মতো ঘষা খাচ্ছে আর শব্দ হচ্ছে।,Urgent,Seek medical care within 24–48 hours
পায়ের ব্যথার জন্য কি কোনো বিশেষ তেল মালিশ করা নিরাপদ? তথ্য ও পরামর্শ চাই।,General Query,"No immediate action required, informational response sufficient"
পায়ের আঙুলে রিং বা সুতো আটকে গিয়ে আঙুল নীল হয়ে ফুলে গেছে আর প্রচণ্ড ব্যথা।,Emergency,Immediately go to ambulance or call hospital
পায়ের গোড়ালি বা হিল স্পার (Heel Spur) অপারেশন ছাড়া নিরাময়ের উপায় সম্পর্কে জানতে চাই।,General Query,"No immediate action required, informational response sufficient"
হঠাৎ পা কাঁপতে শুরু করেছে আর পায়ের পাতা একদম বরফের মতো ঠান্ডা হয়ে অসাড় লাগছে।,Emergency,Immediately go to emergency department or call ambulance
পায়ের আঙুলের মাথায় বরফ জমে গিয়ে আঙুল একদম কালো হয়ে গেছে আর কোনো সাড়া নেই (Frostbite)।,Emergency,Immediately go to emergency department or call ambulance
পায়ের পাতায় গজাল বা তিলা (Corn) হওয়ার কারণ এবং এর সাধারণ ঘরোয়া চিকিৎসা জানতে চাই।,General Query,"No immediate action required, informational response sufficient"
উরুর ভেতরে একটা গোল চাকা যা টিপলে প্রচণ্ড ব্যথা লাগে আর জ্বর আসছে গত দুইদিন।,Urgent,Seek medical care within 24–48 hours
হাঁটুর জয়েন্ট থেকে পানি বের করার প্রক্রিয়া এবং এর ঝুঁকি সম্পর্কে সাধারণ তথ্য প্রয়োজন।,General Query,"No immediate action required, informational response sufficient"
পায়ের গোড়ালি দিয়ে প্রস্রাবের মতো দুর্গন্ধযুক্ত রস বের হচ্ছে আর জায়গাটা পচে যাচ্ছে মনে হয়।,Emergency,Immediately go to emergency department or call ambulance
পায়ের পাতার চামড়া খুব খসখসে হয়ে মাছের আঁশের মতো উঠছে আর প্রচুর চুলকাচ্ছে।,Routine,Schedule a regular medical consultation
হাঁটুর পেছনে একটা শিরার মতো ফুলে দড়ির মতো শক্ত হয়ে আছে যা নাড়াচড়া করলে খুব টানে।,Routine,Schedule a regular medical consultation
দীর্ঘক্ষণ বসে থাকলে পা ফুলে যায় কেন এবং এটি কমানোর সাধারণ উপায়গুলো কী কী?,General Query,"No immediate action required, informational response sufficient"
