Text,Categories,Action Needed
????? ??????? ?? (Achilles tendon) ????? ?????? ????????? ?? ??? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????? ????? ??????? ???? ????? ??????? ??? ???? ?????? ?? ?? ????? ???? ???? ????,Routine,Schedule a regular medical consultation
?????? ??? ??? ???? ??? ?? ?????? ??????? ????? ??? ??? ?????? ?? ???? ??????,Urgent,Seek medical care within 24–48 hours
????? ?????? ???? ?? ???? ????? ??? ????? ??? ??????? ???? ? ??????? ????,General Query,"No immediate action required, informational response sufficient"
????? ????? ??? ?? ???? ???? ???? ???? ??? ??? ???? ???? ?? ??????? ??????,Emergency,Immediately go to ambulance or call hospital
???? ??? ???? ???? ??? ?? ?????? ??? ????? ?? ????? ?? ????? ???? ???? ?????,Urgent,Seek medical care within 24–48 hours
????? ?????? ?? ??? ????? (Heel Spur) ??????? ???? ???????? ???? ???????? ????? ????,General Query,"No immediate action required, informational response sufficient"
???? ?? ?????? ???? ????? ?? ????? ???? ???? ????? ??? ?????? ??? ???? ??????,Emergency,Immediately go to emergency department or call ambulance
????? ?????? ????? ??? ??? ???? ???? ???? ???? ??? ???? ?? ???? ???? ??? (Frostbite)?,Emergency,Immediately go to emergency department or call ambulance
????? ????? ???? ?? ???? (Corn) ????? ???? ??? ?? ?????? ????? ??????? ????? ????,General Query,"No immediate action required, informational response sufficient"
???? ????? ???? ??? ???? ?? ????? ??????? ????? ???? ?? ???? ???? ?? ???????,Urgent,Seek medical care within 24–48 hours
?????? ?????? ???? ???? ??? ???? ????????? ??? ?? ????? ???????? ?????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ???? ?????????? ??? ????????????? ?? ??? ????? ?? ??????? ??? ?????? ??? ???,Emergency,Immediately go to emergency department or call ambulance
????? ????? ????? ??? ????? ??? ????? ????? ??? ???? ?? ?????? ??????????,Routine,Schedule a regular medical consultation
?????? ????? ???? ????? ??? ???? ???? ??? ???? ??? ??? ?? ??????? ???? ??? ?????,Routine,Schedule a regular medical consultation
????? ???? ?????? ?? ?????? ?????? ???? ???? ???? ?? ??????? ???? ??????,Urgent,Seek medical care within 24–48 hours
????????? ??? ????? ?? ???? ??? ??? ??? ??? ?????? ?????? ???????? ?? ???,General Query,"No immediate action required, informational response sufficient"
????? ????? ???? ???????? ?????? ???? ?? ??????? ???? ???? ??? ?????,Emergency,Immediately go to emergency department or call ambulance
????? ????? ???? ???? ??????? ??? ????? ?? ?????? ???? ???? ????? ????,Routine,Schedule a regular medical consultation
?????? ?????? ???? ?? ???????? ?????????? ??????????? ????? ?????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
???? ??? ????? ???? ???? ??? ??? ???? ?? ???? ?????? ???? ???? ??? ????? ???,Emergency,Immediately go to emergency department or call ambulance
????? ?????? ?? ???? ??? ???? ????? ???? ??? ??? ?????,Urgent,Seek medical care within 24–48 hours
???????? ??????? ?????? ?????? ??? ??????? ???????? ????????? ????? ???????,General Query,"No immediate action required, informational response sufficient"
???? ????? ??? ??? ???? ??? ?? ????? ????? ???????? ???? ??? ??? ??? ????,Emergency,Immediately go to emergency department or call ambulance
????? ????? ????? ???? ???? ??? ???? ?? ?????? ????? ?? ??? ????? ??? ????,Routine,Schedule a regular medical consultation
?????? ??????? ???????? ??????? ?????? ???? ???? ??? ??????? ???????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????? ??????? ??? ???? ????? ?? ?????????? ?????? ?????? ?????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
????? ?? ????? ?? ??? ??????? ???? ??? ???? ?? ??? ???? ???? ?????? ?????,Emergency,Immediately go to emergency department or call ambulance
???? ?????? ???? ??? ????? ???? ?? ????????? ??????? ????????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????? ????? ????? ??? ???? ?? ????? ?? ?????? ??? ???? ??? ???? ?? ??? ?????,Urgent,Seek medical care within 24–48 hours
?????? ?????? ???? ?? ??-????? (Knee Cap) ?? ??? ??? ???? ???? ??????? ????,General Query,"No immediate action required, informational response sufficient"
????? ???? ??? ??? ???? ???? ?? ??? ????? ??? (Gangrene) ?????,Emergency,Immediately go to emergency department or call ambulance
???? ?????? ??? ????? ??? ???? ???? ?????? ?? ???? ???? ?????????? ????,Routine,Schedule a regular medical consultation
????? ???????? ?????? ???? ?????? ?? ???? ???? ????? ?? ?????? ??????? ??????,Emergency,Immediately go to emergency department or call ambulance
????? ????? ???? ?????????? ?????? ???? ?? ?????? ????? ???? ????? ???????,General Query,"No immediate action required, informational response sufficient"
?????? ????? ??????? ?? ??????? ??? ?? ?? ??????? ?????? ???? ???? ????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ??????? ??? ??? ??? ?? ???? ??? ?? ?????? ??????? ?????? ????? ???? ???,Urgent,Seek medical care within 24–48 hours
???? ??? ???? ?? ????? ?????? ??? ??????? ???? ????? ?? ?? ???? ????,Emergency,Immediately go to emergency department or call ambulance
????? ????? ???? ?? ????? ??? ???? ??????? ??? (Flat Foot) ??? ????? ???,General Query,"No immediate action required, informational response sufficient"
??????? ???? ???? ????? ??????? ??? ???? ?????? ?? ?? ????? ???? ???? ????,Routine,Schedule a regular medical consultation
????? ?????? ?????????? ???? ??? ??? ??? ?? ??????? ?????? ????? ??????? ?????,Urgent,Seek medical care within 24–48 hours
???? ?????? ???? ?? ???? ??? ?? ????? ??? ????? ??? ??????? ???? ????,General Query,"No immediate action required, informational response sufficient"
???? ????????? ???? ?? ????? ???? ??? ??? ???? ?? ???? ???? ????? ?????? ???,Emergency,Immediately go to emergency department or call ambulance
????? ????? ???? ???? ???? ????? ?? ?????? ??????? ??? ??????,Routine,Schedule a regular medical consultation
?????? ????? ??????????? ???????? ?????????? ?? ?? ??? ???? ??? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ???? ?? ??????? ??????? ??????? ????? ?? ???? ?????? ??? ???,Urgent,Seek medical care within 24–48 hours
???? ??? ??? ???? ??? ????? ?? ??-?? ?????????? ??? ??? ?????,Emergency,Immediately go to emergency department or call ambulance
"????? ?? ?????? ???? ??? ????? ??? ?????? ???? ???? ??????, ??? ????? ??????",Urgent,Seek medical care within 24–48 hours
????? ????? ??????? ?????? (Neuropathy) ?????? ?????? ???????? ???????? ????? ????,General Query,"No immediate action required, informational response sufficient"
???? ????? ???????? ??? ???? ??? ???? ?? ??????? ?????? ???? ????? ???,Urgent,Seek medical care within 24–48 hours
??????? ??? ???? ???? ????? ????? ?? ?????? ???? ??? ???? ???????,Emergency,Immediately go to emergency department or call ambulance
????? ?????? ???? ???? ??? ??? ?? ???? ?????? ????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
???? ???? ?? ???? ????? ????? ?? ??? ??? ???? ??? ?? ??? ???? ??????,Urgent,Seek medical care within 24–48 hours
?????? ????? ??????? ??????? ??? ?? ?????????? ?????? ??? ???? ????? ???,General Query,"No immediate action required, informational response sufficient"
????? ????? ?????? ???? ????? ?? ?? ??? ??? ???? ?? ???????? ???? ??? ?????,Emergency,Immediately go to emergency department or call ambulance
??????? ?? ??? ???? ???????? ??????? ????? ??? ?????? ?? ??????? ????,Routine,Schedule a regular medical consultation
????? ?? ????? ??? ??? ????? ????? ?? ?? ????????? ??????? ????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
???? ??? ?? ???? ??? ??? ???? ???? ?????? ??? ???? ?? ??? ???? ????? ???,Emergency,Immediately go to emergency department or call ambulance
???? ?????? ????? ???? ??? ??? ???? ???? ??? ????? ???? ??????? ???? ??????,Emergency,Immediately go to emergency department or call ambulance
?????? ????? ?????????? ????????? ???? ???? ??? ?????? (SPF) ?? ??????? ???????? ????? ????,General Query,"No immediate action required, informational response sufficient"
???? ???? ??? ??? ??????? ????? ?? ??? ?????? ??? ????? ?????????? ????,Routine,Schedule a regular medical consultation
??????? ????? ????????? ?????? ??? ???? ??? ?? ??????? ?? ?? ?? ??? ???,Routine,Schedule a regular medical consultation
?????? ?????? ?????? ??????? ?? ????????? ????????? ??? ???? ???? ???? ??????,Emergency,Immediately go to emergency department or call ambulance
???? ?? ???? ?????????? ?????? ???? ??? ????? ???????? ???????? ???? ????????,General Query,"No immediate action required, informational response sufficient"
?????? ???? ???? ???? ???? ?? ??? ??? ?? ????? ??? ????? ????? ?????? ????? ??? ???????,Urgent,Seek medical care within 24–48 hours
?????? ????? ???? ??? ??? (Acanthosis Nigricans) ?? ??????????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
???? ??? ???? ???? ????? ???? ???? ??? ???? ???? ?? ???? ? ??? ???? ???????,Emergency,Immediately go to emergency department or call ambulance
"???? ???? ????? ??? ??? ??? ??? ?????? ???, ?? ????????? ?????? ??????? ???",General Query,"No immediate action required, informational response sufficient"
????? ???? ???? ?? ????? ????? ?? ??? ??? ???? ??? ?? ??? ?????? ??? ????? ?????,Urgent,Seek medical care within 24–48 hours
?????? ??? ??? ????? ??? ???? ????? ?? ??????? ?????? ?? ??????? ???? ??? ???,Routine,Schedule a regular medical consultation
?????? ??????????? ???????? ????? ??? ????? ????? ???????? ???? ???? ??????? ????????,General Query,"No immediate action required, informational response sufficient"
????? ?? ????? ????? ???? ??? ??? ??? ??? ???? ???? ?? ??? ???? ?????,Urgent,Seek medical care within 24–48 hours
????? ????? ??? ????? ??? ???? ??? ???? ?? ????? ???? ???????? ??? ???,Routine,Schedule a regular medical consultation
?????? ????????? ??????? ???? ???????? ????? ????????? ????? ???????? ???? ????? ????,General Query,"No immediate action required, informational response sufficient"
???? ?????? ????? ????? ????? ??? ??? ?????? ?? ??????? ?????????? ?????,Urgent,Seek medical care within 24–48 hours
?????? ???? ??? ???? ???? ???? ???? ??? ????? ???????? ????????? ??? ?? ??????,Urgent,Seek medical care within 24–48 hours
??????? ???? ???????? ???? ????? ???? ???????????? ????????? ?????? ???????? ???,General Query,"No immediate action required, informational response sufficient"
???? ??? ??? ????? ?? ?????? ????? (Skin Tag) ???? ?? ???? ???? ?????,General Query,"No immediate action required, informational response sufficient"
?????? ???? ???? ?????? ??? ??????? ??????? ?? ??? ???? ??????? ?????,Routine,Schedule a regular medical consultation
???? ??? ???? ????? ?? ?? ????? ???? ??? ??? ? ????? ????? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
?????? ?? ???????????? ??????? ?????????? ????? ?????? ????? ? ?????? ???????? ???? ????,General Query,"No immediate action required, informational response sufficient"
????? ?????? ????? ??? ????? ??? ????? ???? ???? ??? ??? ???? ?????,Emergency,Immediately go to emergency department or call ambulance
???????? ???????? ?? ??????? ???? ????? ??? ???? ????? ??? ??? ????,Routine,Schedule a regular medical consultation
?????? ??????? ????? ?? ???? ??? ?????? ?? ???? ???????? ?????? ???? ????,General Query,"No immediate action required, informational response sufficient"
?????? ?????? ?????? ??? ??? ?? ???? ??? ????? ??? ???? ?? ??? ?????,Urgent,Seek medical care within 24–48 hours
???? ??????? ??? ??? ??? ??? ???? ?? ???? ???? ???? ?? ?????? ????,Routine,Schedule a regular medical consultation
?????? ??????? ??????? ??? ??? ?? ??? ?? ?????? ????????? ???????? ????? ????,General Query,"No immediate action required, informational response sufficient"
???? ??? ???? ???????? ????? ???? ??? ??? ???? ?? ????? ???? ??? ??????,Urgent,Seek medical care within 24–48 hours
?????? ?????? ???? ???? ??? ?? ???????? ????? ???? ? ???????? ???????? ???? ????,General Query,"No immediate action required, informational response sufficient"
??????? ????? ??? ??? ???? ????? ?? ????? ???? ???? ?????? ????? ????,Routine,Schedule a regular medical consultation
?????? ???????? ???????? ?? ??? ??????? ????? ??? ??? ??? ??? ????? ???,Emergency,Immediately go to emergency department or call ambulance
????? ???? ????? ??????? ?? ????????? ???? ???????? ??? ?? ??? ????,Urgent,Seek medical care within 24–48 hours
????? ?????? ????? ?? ??????? ?????? ???? ?? ????????-???? ????? ??? ????,General Query,"No immediate action required, informational response sufficient"
"???? ???? ???? ???? ??? ????, ????? ????? ???? ? ????? ???????",Urgent,Seek medical care within 24–48 hours
?????? ??? ??? ???? ??? ?? ?????? ??? ??? ??? ??????? ????? ?????? ???,Routine,Schedule a regular medical consultation
???????? ??????? ?? ?? ????? ????????? ?????? ?????? ? ??????? ????? ???????,General Query,"No immediate action required, informational response sufficient"
?????? ????? ???? ???? ???? ??? ???? ??? ????? ?????? ???? ???? ???????,Urgent,Seek medical care within 24–48 hours
???? ???? ?? ???????? ??? ???????? ????? ???????? ?????? ???????? ?? ???,General Query,"No immediate action required, informational response sufficient"
???? ???????? ??? ???? ?????? ???? ?? ????? ???? ?????? ?? ???? ????,General Query,"No immediate action required, informational response sufficient"
?????? ?????? ???? ???? ?????? ?? ?????? ??? ????? ?? ????? ?? ?????? ?????,Urgent,Seek medical care within 24–48 hours
????? ????? ???? ???? ????? ???? ???? ??? ??? ??? ??? ???????,Routine,Schedule a regular medical consultation
?????? ?????????? ????? ???? ???? ??? ??? ??? ??? ????? ?? ????? ???? ????,General Query,"No immediate action required, informational response sufficient"
???? ??? ?????? ????? ????? ??? ???? ?? ???? ????? ???? ????? ???,Emergency,Immediately go to emergency department or call ambulance
?????? ??? ???? ?? ???? ??? ????? ???? ? ?????? ??? ???????? ????? ????,General Query,"No immediate action required, informational response sufficient"
???? ?????? ????? (??? ??? ? ??? ??) ???? ??? ??? ???? ??? ??? ?????? ????? ???????,Emergency,Immediately go to emergency department or call ambulance
???? ???????? ??????? ????? ?? ??? ??? ??? ????? ??? ????? ??????? ????? ?????,General Query,"No immediate action required, informational response sufficient"
???? ??????? ??? ????? ???? ???? ???? ??????? ??? ??? ??? ?? ????????? ??? ???? ????,Urgent,Seek medical care within 24–48 hours
"????????? ?? ?????? ??? ????? ?? ?????? ???, ??? ?????? ???? ?? ???? ??????? ????",General Query,"No immediate action required, informational response sufficient"
???? ??? ?? ???? ??? ??? ???? ?? ????????-???????? ???? ????????? ????,Emergency,Immediately go to emergency department or call ambulance
??????? ???????? ?? ??????????? ??? ?? ??? ?? ?????? ??????? ?????? ???????? ????? ????,General Query,"No immediate action required, informational response sufficient"
